  0.0000000E+00   3.901488       3.111368    
  1.7453292E-02   3.901403       3.111367    
  3.4906585E-02   3.901134       3.111367    
  5.2359879E-02   3.901448       3.111368    
  6.9813170E-02   3.901369       3.111367    
  8.7266468E-02   3.901234       3.111366    
  0.1047198       3.901376       3.111368    
  0.1221731       3.902333       3.111370    
  0.1396263       3.902491       3.111370    
  0.1570796       3.901409       3.111367    
  0.1745329       3.901233       3.111367    
  0.1919862       3.901358       3.111367    
  0.2094395       3.901470       3.111367    
  0.2268928       3.901139       3.111366    
  0.2443461       3.901411       3.111367    
  0.2617994       3.901479       3.111368    
  0.2792527       3.901417       3.111367    
  0.2967060       3.901128       3.111367    
  0.3141593       3.901450       3.111367    
  0.3316126       3.901374       3.111367    
  0.3490659       3.901232       3.111367    
  0.3665192       3.901485       3.111367    
  0.3839725       3.902496       3.111370    
  0.4014257       3.902508       3.111371    
  0.4188790       3.901370       3.111367    
  0.4363323       3.901233       3.111367    
  0.4537856       3.901373       3.111367    
  0.4712389       3.901454       3.111367    
  0.4886922       3.901128       3.111367    
  0.5061455       3.901413       3.111367    
  0.5235988       3.901477       3.111367    
  0.5410521       3.901416       3.111367    
  0.5585054       3.901144       3.111367    
  0.5759587       3.901456       3.111367    
  0.5934120       3.901358       3.111367    
  0.6108653       3.901233       3.111366    
  0.6283185       3.901411       3.111367    
  0.6457719       3.902671       3.111370    
  0.6632251       3.902527       3.111371    
  0.6806784       3.901377       3.111367    
  0.6981317       3.901242       3.111367    
  0.7155850       3.901364       3.111367    
  0.7330383       3.901425       3.111367    
  0.7504916       3.901135       3.111366    
  0.7679449       3.901412       3.111367    
  0.7853982       3.901481       3.111367    
  0.8028514       3.901400       3.111366    
  0.8203048       3.901131       3.111366    
  0.8377581       3.901451       3.111367    
  0.8552114       3.901376       3.111367    
  0.8726646       3.901246       3.111367    
  0.8901180       3.901419       3.111367    
  0.9075713       3.902332       3.111370    
  0.9250245       3.902681       3.111371    
  0.9424778       3.901411       3.111367    
  0.9599311       3.901233       3.111367    
  0.9773844       3.901349       3.111367    
  0.9948377       3.901446       3.111367    
   1.012291       3.901132       3.111367    
   1.029744       3.901412       3.111368    
   1.047198       3.901489       3.111368    
   1.064651       3.901413       3.111367    
   1.082104       3.901126       3.111367    
   1.099558       3.901497       3.111367    
   1.117011       3.901373       3.111367    
   1.134464       3.901235       3.111367    
   1.151917       3.901369       3.111367    
   1.169371       3.902446       3.111370    
   1.186824       3.902465       3.111370    
   1.204277       3.901524       3.111367    
   1.221731       3.901212       3.111367    
   1.239184       3.901370       3.111367    
   1.256637       3.901448       3.111368    
   1.274090       3.901147       3.111367    
   1.291544       3.901405       3.111367    
   1.308997       3.901512       3.111367    
   1.326450       3.901401       3.111367    
   1.343904       3.901122       3.111366    
   1.361357       3.901465       3.111367    
   1.378810       3.901354       3.111367    
   1.396263       3.901244       3.111367    
   1.413717       3.901424       3.111367    
   1.431170       3.902490       3.111370    
   1.448623       3.902503       3.111371    
   1.466077       3.901393       3.111367    
   1.483530       3.901230       3.111366    
   1.500983       3.901379       3.111367    
   1.518437       3.901415       3.111367    
   1.535890       3.901129       3.111366    
   1.553343       3.901402       3.111367    
   1.570796       3.901489       3.111367    
   1.588250       3.901429       3.111368    
   1.605703       3.901134       3.111367    
   1.623156       3.901454       3.111367    
   1.640610       3.901354       3.111367    
   1.658063       3.901235       3.111367    
   1.675516       3.901379       3.111367    
   1.692969       3.902295       3.111370    
   1.710423       3.902331       3.111370    
   1.727876       3.901412       3.111367    
   1.745329       3.901232       3.111367    
   1.762783       3.901388       3.111368    
   1.780236       3.901470       3.111367    
   1.797689       3.901147       3.111366    
   1.815143       3.901410       3.111367    
   1.832596       3.901510       3.111367    
   1.850049       3.901417       3.111368    
   1.867502       3.901132       3.111367    
   1.884956       3.901456       3.111368    
   1.902409       3.901378       3.111367    
   1.919862       3.901246       3.111367    
   1.937316       3.901539       3.111368    
   1.954769       3.902503       3.111371    
   1.972222       3.902439       3.111371    
   1.989675       3.901431       3.111367    
   2.007129       3.901216       3.111367    
   2.024582       3.901380       3.111367    
   2.042035       3.901473       3.111368    
   2.059489       3.901130       3.111367    
   2.076942       3.901421       3.111368    
   2.094395       3.901485       3.111367    
   2.111848       3.901413       3.111367    
   2.129302       3.901120       3.111367    
   2.146755       3.901470       3.111368    
   2.164208       3.901402       3.111367    
   2.181662       3.901251       3.111366    
   2.199115       3.901428       3.111367    
   2.216568       3.902513       3.111371    
   2.234021       3.902678       3.111371    
   2.251475       3.901381       3.111367    
   2.268928       3.901220       3.111367    
   2.286381       3.901369       3.111367    
   2.303835       3.901425       3.111368    
   2.321288       3.901126       3.111367    
   2.338741       3.901399       3.111367    
   2.356194       3.901485       3.111367    
   2.373648       3.901396       3.111367    
   2.391101       3.901128       3.111366    
   2.408554       3.901427       3.111368    
   2.426008       3.901371       3.111367    
   2.443461       3.901227       3.111367    
   2.460914       3.901386       3.111368    
   2.478368       3.902678       3.111371    
   2.495821       3.902455       3.111370    
   2.513274       3.901514       3.111368    
   2.530727       3.901249       3.111367    
   2.548181       3.901392       3.111367    
   2.565634       3.901474       3.111368    
   2.583087       3.901119       3.111366    
   2.600541       3.901412       3.111368    
   2.617994       3.901478       3.111367    
   2.635447       3.901396       3.111367    
   2.652900       3.901132       3.111367    
   2.670354       3.901471       3.111368    
   2.687807       3.901384       3.111367    
   2.705260       3.901221       3.111367    
   2.722714       3.901540       3.111368    
   2.740167       3.902505       3.111370    
   2.757620       3.902498       3.111371    
   2.775074       3.901386       3.111367    
   2.792527       3.901242       3.111367    
   2.809980       3.901350       3.111367    
   2.827433       3.901464       3.111368    
   2.844887       3.901131       3.111366    
   2.862340       3.901413       3.111368    
   2.879793       3.901478       3.111367    
   2.897247       3.901446       3.111368    
   2.914700       3.901143       3.111367    
   2.932153       3.901475       3.111368    
   2.949607       3.901387       3.111367    
   2.967060       3.901271       3.111367    
   2.984513       3.901414       3.111367    
   3.001966       3.902330       3.111371    
   3.019420       3.902298       3.111370    
   3.036873       3.901376       3.111367    
   3.054326       3.901236       3.111366    
   3.071780       3.901392       3.111368    
   3.089233       3.901454       3.111367    
   3.106686       3.901131       3.111367    
   3.124139       3.901405       3.111367    
   3.141593       3.901481       3.111367    
