  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7453292E-02  1.6037952E-04   3.141482    
  3.4906585E-02  2.4695887E-04   3.141458    
  5.2359879E-02  4.3815515E-05 -1.5406779E-03
  6.9813170E-02  1.0428468E-04  -3.141477    
  8.7266468E-02  9.2026516E-05 -2.0164801E-04
  0.1047198      6.3566270E-04  6.5559012E-05
  0.1221731      2.4652996E-04  2.8550303E-05
  0.1396263      2.0960360E-04   3.141435    
  0.1570796      6.2953716E-04  -3.141567    
  0.1745329      9.8249206E-05   3.141455    
  0.1919862      9.8193952E-05 -3.3738665E-04
  0.2094395      2.5242090E-05   3.140355    
  0.2268928      2.4083805E-04 -1.5110181E-04
  0.2443461      1.6030650E-04 -2.3604691E-04
  0.2617994      6.1519881E-06  5.4644537E-04
  0.2792527      1.4809241E-04  -3.141173    
  0.2967060      2.3462181E-04   3.141420    
  0.3141593      3.7566733E-05 -6.0531314E-05
  0.3316126      6.7322624E-05   3.141292    
  0.3490659      9.8172211E-05  5.8082218E-04
  0.3665192      6.2338065E-04  1.7303877E-05
  0.3839725      2.5886460E-04  1.1267151E-04
  0.4014257      2.4659318E-04   3.141582    
  0.4188790      6.3570525E-04  -3.141559    
  0.4363323      8.5858090E-05  -3.141484    
  0.4537856      3.6532409E-05 -6.1275443E-04
  0.4712389      2.5212181E-05   3.140482    
  0.4886922      2.3466536E-04 -1.0791793E-04
  0.5061455      1.6039760E-04  1.8210257E-04
  0.5235988      6.1594315E-06   3.137333    
  0.5410521      1.7271699E-04  -3.141456    
  0.5585054      2.3462590E-04  -3.141545    
  0.5759587      3.1451254E-05 -3.1526596E-04
  0.5934120      9.2028116E-05  -3.141160    
  0.6108653      8.5937478E-05 -1.3587681E-04
  0.6283185      6.0491014E-04  1.2048837E-05
  0.6457719      2.4042382E-04 -1.4354380E-04
  0.6632251      2.2200917E-04   3.141589    
  0.6806784      6.2953355E-04  -3.141578    
  0.6981317      9.8249562E-05   3.141422    
  0.7155850      8.5822780E-05  5.7630274E-05
  0.7330383      2.5224033E-05   3.141162    
  0.7504916      2.2847798E-04  8.2533195E-05
  0.7679449      1.6038321E-04 -4.3121832E-05
  0.7853982      2.8923232E-08  -2.099767    
  0.8028514      1.5424502E-04  -3.141431    
  0.8203048      2.2233695E-04   3.141517    
  0.8377581      1.2887072E-05 -4.4155706E-04
  0.8552114      8.5845117E-05  -3.140946    
  0.8726646      9.8193152E-05 -5.8345305E-04
  0.8901180      6.2952487E-04  6.1129867E-05
  0.9075713      2.4033092E-04  2.1905704E-05
  0.9250245      2.0344218E-04  -3.141382    
  0.9424778      6.0491636E-04   3.141461    
  0.9599311      7.9690755E-05   3.141549    
