  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7453292E-02  2.8625964E-06  4.0631159E-03
  3.4906585E-02  3.1754630E-06  -3.141450    
  5.2359879E-02  7.3063035E-07 -9.0468209E-03
  6.9813170E-02  4.9090272E-06  -3.138026    
  8.7266468E-02  2.4572319E-06 -2.8743430E-03
  0.1047198      1.1599164E-05   3.140585    
  0.1221731      7.6314445E-06  -3.139831    
  0.1396263      2.3646757E-05  -3.140965    
  0.1570796      1.0886070E-05 -1.8706525E-04
  0.1745329      3.6717383E-06  1.3219330E-03
  0.1919862      3.8140843E-06  5.9212034E-04
  0.2094395      5.5406799E-06 -3.0570007E-03
  0.2268928      1.1248137E-06 -4.7140378E-03
  0.2443461      9.9481451E-07 -2.8204411E-02
  0.2617994      4.4285389E-06 -4.9410528E-04
  0.2792527      2.2705435E-06  9.3843862E-03
  0.2967060      4.5170300E-06   3.137974    
  0.3141593      4.0612617E-06  8.6424714E-03
  0.3316126      6.1011165E-06  -3.140507    
  0.3490659      6.8909217E-06   3.135530    
  0.3665192      5.4036273E-06 -2.8413655E-03
  0.3839725      2.5559855E-05  1.2466476E-03
  0.4014257      6.7034534E-06  5.4292465E-03
  0.4188790      1.3400856E-05 -2.9631048E-03
  0.4363323      6.0327357E-06 -1.1727834E-02
  0.4537856      4.8537308E-06 -3.6254814E-03
  0.4712389      6.6653429E-06   3.132522    
  0.4886922      6.6545531E-06  1.4400629E-02
  0.5061455      4.5850911E-06  -3.137362    
  0.5235988      4.8340521E-06  -3.137292    
  0.5410521      5.5625691E-07  0.1246021    
  0.5585054      2.1675344E-06 -2.0718157E-02
  0.5759587      1.0186910E-06 -0.1131937    
  0.5934120      5.4107427E-06   3.125418    
  0.6108653      1.2204661E-06   3.043657    
  0.6283185      1.1220402E-05   3.137315    
  0.6457719      1.4075647E-05   3.139965    
  0.6632251      7.4965938E-05 -7.4091629E-04
  0.6806784      1.5223251E-05 -3.1154640E-03
  0.6981317      4.4492062E-06   3.135236    
  0.7155850      4.9590690E-06  1.1232991E-03
  0.7330383      8.8476736E-07  7.4355938E-03
  0.7504916      3.5555686E-06  1.3807550E-02
  0.7679449      1.7499693E-06   3.137354    
  0.7853982      4.2024102E-08   2.467865    
  0.8028514      3.5293692E-06 -3.4621006E-04
  0.8203048      5.0779158E-06  -3.123338    
  0.8377581      1.0891563E-06  4.0218765E-03
  0.8552114      6.7370320E-06  -3.141515    
  0.8726646      3.9826464E-06  4.2513682E-04
  0.8901180      9.6847925E-06   3.139597    
  0.9075713      6.3573534E-06   3.140628    
  0.9250245      4.4771990E-05  2.0141434E-03
  0.9424778      1.1126372E-05  5.7472568E-03
  0.9599311      3.4683919E-06  2.7605408E-04
  0.9773844      2.9444598E-06  8.7355813E-03
  0.9948377      8.1266398E-06  8.4015597E-03
   1.012291      2.0077255E-06 -2.0864550E-03
   1.029744      4.5217590E-07  -2.987200    
   1.047198      3.8754642E-08   1.408883    
   1.064651      5.3149961E-06  1.9891743E-02
   1.082104      4.4735457E-06  -3.140017    
   1.099558      6.0968136E-06 -2.8408039E-02
   1.117011      5.0426493E-06   3.136216    
   1.134464      6.1335304E-06   3.136029    
   1.151917      1.4768339E-05   3.140654    
   1.169371      1.5071141E-05  1.6213720E-03
   1.186824      2.5546560E-05 -1.6465749E-03
   1.204277      8.0375403E-06  -3.140036    
   1.221731      2.5662391E-06  -3.135760    
   1.239184      7.6554816E-06 -3.2052055E-03
   1.256637      4.3530131E-06   3.118643    
   1.274090      3.3584670E-06  1.1361391E-02
   1.291544      1.2092673E-06  -2.976216    
   1.308997      5.8179703E-06  -3.126522    
   1.326450      4.3651423E-07  -3.098138    
   1.343904      3.2277603E-06  -3.126698    
   1.361357      5.6801182E-06   3.127623    
   1.378810      4.8398570E-06  -3.097814    
   1.396263      7.8151488E-06  2.5771681E-02
   1.413717      3.8432977E-06   3.110179    
   1.431170      2.3657332E-05 -1.8662711E-03
   1.448623      2.2088543E-05   3.137124    
   1.466077      9.4450166E-07  6.8746909E-02
   1.483530      4.9417017E-06  -3.135160    
   1.500983      3.7242849E-06  4.1956152E-03
   1.518437      1.5361322E-06 -6.4374402E-02
   1.535890      4.4951257E-06 -1.8717279E-03
   1.553343      3.0449448E-06  -3.118575    
   1.570796      5.6591585E-07  -3.118850    
   1.588250      2.3444391E-06   3.136965    
   1.605703      3.3997389E-06  -3.141298    
   1.623156      7.5033636E-06   3.112484    
   1.640610      6.5989516E-06  -3.139737    
   1.658063      2.4025899E-06   3.070057    
   1.675516      1.1421305E-05   3.128476    
   1.692969      2.8113986E-05   3.139827    
   1.710423      1.1086928E-05  1.1793355E-02
   1.727876      1.0875185E-05  3.5484724E-03
   1.745329      3.0681940E-06  1.4886115E-02
   1.762783      8.8593279E-06 -2.1061066E-03
   1.780236      4.7114418E-06 -3.4484237E-03
   1.797689      4.4507237E-06  8.6799031E-03
   1.815143      1.4339142E-06 -2.8407194E-03
   1.832596      1.7540868E-06 -7.2349759E-04
   1.850049      2.4972740E-06  5.0941352E-02
   1.867502      8.2256074E-06  -3.138211    
   1.884956      6.8177510E-06  9.1718044E-03
   1.902409      6.1244973E-06   3.133887    
   1.919862      1.1687673E-06  0.1585495    
   1.937316      1.3066835E-05  5.7118922E-03
   1.954769      1.1026406E-05  -3.140842    
   1.972222      2.6397391E-05  1.9134961E-03
   1.989675      1.4595937E-05  -3.135413    
   2.007129      1.8220818E-06  -3.092612    
   2.024582      6.1547680E-06  2.1166721E-02
   2.042035      1.1117163E-06 -2.5123954E-02
   2.059489      4.9012069E-06  4.7284258E-03
   2.076942      1.3517722E-06   3.096276    
   2.094395      3.7446841E-06   3.114913    
   2.111848      8.1607209E-07   2.995259    
   2.129302      2.3760704E-06  5.1403575E-02
   2.146755      8.2451493E-07  7.9999328E-02
   2.164208      9.3665303E-06  -3.140539    
   2.181662      4.0546929E-06  -3.103944    
   2.199115      6.2488052E-06   3.125099    
   2.216568      9.7223992E-06  -3.139951    
   2.234021      4.4404434E-05  4.9830403E-04
   2.251475      1.7491713E-05  4.2903493E-03
   2.268928      2.7762667E-06  1.8972041E-02
   2.286381      9.1932607E-06 -1.9931172E-03
   2.303835      3.5630642E-06  4.8862835E-03
   2.321288      2.8965565E-06 -2.9398613E-03
   2.338741      5.8264268E-06   3.133664    
   2.356194      2.2440299E-06  -3.108877    
   2.373648      5.8564092E-06  1.0375711E-02
   2.391101      2.9307705E-06   3.136580    
   2.408554      3.5650328E-06   3.117796    
   2.426008      9.2501896E-06   3.124326    
   2.443461      2.8660409E-06  -3.075693    
   2.460914      1.7518923E-05  -3.136786    
   2.478368      4.4445904E-05  -3.140529    
   2.495821      4.4775497E-06  -3.137172    
   2.513274      1.3350233E-05 -9.1962349E-03
   2.530727      4.0837590E-06  7.6293072E-04
   2.548181      9.3535336E-06 -6.3653584E-03
   2.565634      8.6738851E-07  -3.084082    
   2.583087      2.4034987E-06   3.118342    
   2.600541      2.1268415E-06  6.8521537E-03
   2.617994      2.7294066E-06  1.5840609E-02
   2.635447      1.8916333E-07  -2.846663    
   2.652900      4.8853908E-06  -3.117513    
   2.670354      4.5917378E-08 -0.9292334    
   2.687807      6.1340638E-06  -3.138722    
   2.705260      1.8124401E-06  4.4064038E-02
   2.722714      1.3713805E-05  5.6641288E-03
   2.740167      9.3503377E-06   3.138209    
   2.757620      2.4602130E-05  -3.141104    
   2.775074      1.3917300E-05  4.3492196E-03
   2.792527      1.1876540E-06  -3.137825    
   2.809980      3.4961290E-06 -2.5744021E-03
   2.827433      5.5350501E-06  -3.139792    
   2.844887      8.1680246E-06  5.7748635E-03
   2.862340      2.4908393E-06   3.118757    
   2.879793      1.3239497E-06  -3.115750    
   2.897247      3.4083137E-06   3.136953    
   2.914700      5.0756539E-06  -3.140313    
   2.932153      4.7675567E-06   3.136192    
   2.949607      3.5748158E-06  -3.134262    
   2.967060      6.5535914E-06  -3.140885    
   2.984513      1.0907978E-05   3.141562    
   3.001966      1.1088400E-05  -3.139076    
   3.019420      2.8320259E-05  3.6260005E-04
   3.036873      1.0312608E-05 -1.2819557E-03
