  0.0000000E+00   2.189717       3.029654    
  1.7453292E-02   2.189691       3.029653    
  3.4906585E-02   2.189675       3.029652    
  5.2359879E-02   2.189677       3.029652    
  6.9813170E-02   2.189692       3.029653    
  8.7266468E-02   2.189686       3.029653    
  0.1047198       2.189729       3.029655    
  0.1221731       2.189482       3.029645    
  0.1396263       2.189583       3.029649    
  0.1570796       2.189657       3.029651    
  0.1745329       2.189655       3.029652    
  0.1919862       2.189709       3.029654    
  0.2094395       2.189685       3.029653    
  0.2268928       2.189684       3.029653    
  0.2443461       2.189698       3.029653    
  0.2617994       2.189713       3.029654    
  0.2792527       2.189699       3.029653    
  0.2967060       2.189676       3.029653    
  0.3141593       2.189677       3.029652    
  0.3316126       2.189698       3.029653    
  0.3490659       2.189659       3.029651    
  0.3665192       2.189738       3.029655    
  0.3839725       2.189588       3.029649    
  0.4014257       2.189585       3.029649    
  0.4188790       2.189726       3.029654    
  0.4363323       2.189659       3.029652    
  0.4537856       2.189701       3.029653    
  0.4712389       2.189678       3.029652    
  0.4886922       2.189675       3.029653    
  0.5061455       2.189701       3.029653    
  0.5235988       2.189713       3.029654    
  0.5410521       2.189704       3.029654    
  0.5585054       2.189686       3.029653    
  0.5759587       2.189688       3.029653    
  0.5934120       2.189711       3.029654    
  0.6108653       2.189658       3.029652    
  0.6283185       2.189658       3.029652    
  0.6457719       2.189614       3.029649    
  0.6632251       2.189521       3.029645    
  0.6806784       2.189725       3.029654    
  0.6981317       2.189696       3.029653    
  0.7155850       2.189700       3.029653    
  0.7330383       2.189671       3.029652    
  0.7504916       2.189677       3.029653    
  0.7679449       2.189687       3.029653    
  0.7853982       2.189711       3.029654    
  0.8028514       2.189689       3.029653    
  0.8203048       2.189679       3.029652    
  0.8377581       2.189681       3.029652    
  0.8552114       2.189688       3.029653    
  0.8726646       2.189696       3.029653    
  0.8901180       2.189657       3.029651    
  0.9075713       2.189481       3.029645    
  0.9250245       2.189626       3.029650    
  0.9424778       2.189657       3.029652    
  0.9599311       2.189660       3.029651    
  0.9773844       2.189714       3.029654    
  0.9948377       2.189677       3.029652    
   1.012291       2.189671       3.029652    
   1.029744       2.189701       3.029653    
   1.047198       2.189718       3.029654    
   1.064651       2.189706       3.029653    
   1.082104       2.189675       3.029652    
   1.099558       2.189710       3.029653    
   1.117011       2.189707       3.029653    
   1.134464       2.189656       3.029651    
   1.151917       2.189717       3.029654    
   1.169371       2.189628       3.029651    
   1.186824       2.189809       3.029658    
   1.204277       2.189671       3.029652    
   1.221731       2.189685       3.029653    
   1.239184       2.189685       3.029653    
   1.256637       2.189677       3.029652    
   1.274090       2.189698       3.029654    
   1.291544       2.189686       3.029653    
   1.308997       2.189683       3.029653    
   1.326450       2.189693       3.029653    
   1.343904       2.189683       3.029653    
   1.361357       2.189685       3.029653    
   1.378810       2.189708       3.029654    
   1.396263       2.189697       3.029653    
   1.413717       2.189685       3.029653    
   1.431170       2.189583       3.029649    
   1.448623       2.189590       3.029649    
   1.466077       2.189711       3.029654    
   1.483530       2.189687       3.029653    
   1.500983       2.189692       3.029653    
   1.518437       2.189676       3.029652    
   1.535890       2.189675       3.029652    
   1.553343       2.189692       3.029653    
   1.570796       2.189720       3.029654    
   1.588250       2.189692       3.029653    
   1.605703       2.189675       3.029653    
   1.623156       2.189686       3.029653    
   1.640610       2.189713       3.029654    
   1.658063       2.189659       3.029652    
   1.675516       2.189726       3.029655    
   1.692969       2.189713       3.029654    
   1.710423       2.189486       3.029645    
   1.727876       2.189656       3.029652    
   1.745329       2.189656       3.029652    
   1.762783       2.189679       3.029652    
   1.780236       2.189688       3.029653    
   1.797689       2.189686       3.029653    
   1.815143       2.189686       3.029653    
   1.832596       2.189677       3.029653    
   1.850049       2.189702       3.029653    
   1.867502       2.189684       3.029653    
   1.884956       2.189684       3.029653    
   1.902409       2.189701       3.029653    
   1.919862       2.189698       3.029653    
   1.937316       2.189705       3.029654    
   1.954769       2.189581       3.029649    
   1.972222       2.189801       3.029657    
   1.989675       2.189693       3.029653    
   2.007129       2.189689       3.029653    
   2.024582       2.189682       3.029653    
   2.042035       2.189690       3.029653    
   2.059489       2.189672       3.029652    
   2.076942       2.189705       3.029653    
   2.094395       2.189712       3.029654    
   2.111848       2.189702       3.029654    
   2.129302       2.189685       3.029653    
   2.146755       2.189686       3.029653    
   2.164208       2.189686       3.029653    
   2.181662       2.189682       3.029653    
   2.199115       2.189701       3.029654    
   2.216568       2.189591       3.029649    
   2.234021       2.189620       3.029650    
   2.251475       2.189727       3.029655    
   2.268928       2.189649       3.029652    
   2.286381       2.189708       3.029654    
   2.303835       2.189674       3.029652    
   2.321288       2.189674       3.029652    
   2.338741       2.189690       3.029653    
   2.356194       2.189723       3.029655    
   2.373648       2.189691       3.029653    
   2.391101       2.189677       3.029653    
   2.408554       2.189671       3.029652    
   2.426008       2.189705       3.029653    
   2.443461       2.189647       3.029651    
   2.460914       2.189729       3.029655    
   2.478368       2.189620       3.029650    
   2.495821       2.189805       3.029657    
   2.513274       2.189678       3.029653    
   2.530727       2.189684       3.029653    
   2.548181       2.189688       3.029652    
   2.565634       2.189687       3.029653    
   2.583087       2.189686       3.029653    
   2.600541       2.189680       3.029653    
   2.617994       2.189709       3.029654    
   2.635447       2.189694       3.029653    
   2.652900       2.189672       3.029652    
   2.670354       2.189687       3.029653    
   2.687807       2.189684       3.029653    
   2.705260       2.189688       3.029653    
   2.722714       2.189703       3.029654    
   2.740167       2.189587       3.029649    
   2.757620       2.189588       3.029649    
   2.775074       2.189730       3.029655    
   2.792527       2.189698       3.029654    
   2.809980       2.189716       3.029654    
   2.827433       2.189690       3.029653    
   2.844887       2.189682       3.029653    
   2.862340       2.189702       3.029653    
   2.879793       2.189715       3.029654    
   2.897247       2.189701       3.029654    
   2.914700       2.189687       3.029653    
   2.932153       2.189687       3.029653    
   2.949607       2.189685       3.029653    
   2.967060       2.189663       3.029652    
   2.984513       2.189655       3.029652    
   3.001966       2.189483       3.029645    
   3.019420       2.189713       3.029654    
   3.036873       2.189724       3.029655    
   3.054326       2.189657       3.029652    
   3.071780       2.189682       3.029652    
   3.089233       2.189688       3.029653    
   3.106686       2.189678       3.029652    
   3.124139       2.189695       3.029653    
   3.141593       2.189720       3.029654    
