           6
 -0.6470475     -0.6470475     -0.6470475     -0.6470475     -0.6470475    
 -0.6470475     -0.6470475     -0.6470475     -0.6470475     -0.6470475    
 -0.6470475     -0.6470475     -0.6470475     -0.6470475     -0.6470475    
 -0.6470475     -0.6470475     -0.6470475     -0.6470475     -0.6470475    
 -0.6029525     -0.6029525     -0.6029525     -0.6029525     -0.6029525    
 -0.6029525     -0.6029525     -0.6029525     -0.6029525     -0.6029525    
 -0.6029525     -0.6029525     -0.6029525     -0.6029525     -0.6029525    
 -0.6029525     -0.6029525     -0.6029525     -0.6029525     -0.6029525    
 -0.5177670     -0.5177670     -0.5177670     -0.5177670     -0.5177670    
 -0.5177670     -0.5177670     -0.5177670     -0.5177670     -0.5177670    
 -0.5177670     -0.5177670     -0.5177670     -0.5177670     -0.5177670    
 -0.5177670     -0.5177670     -0.5177670     -0.5177670     -0.5177670    
 -0.3972964     -0.3972964     -0.3972964     -0.3972964     -0.3972964    
 -0.3972964     -0.3972964     -0.3972964     -0.3972964     -0.3972964    
 -0.3972964     -0.3972964     -0.3972964     -0.3972964     -0.3972964    
 -0.3972964     -0.3972964     -0.3972964     -0.3972964     -0.3972964    
 -0.2497511     -0.2497511     -0.2497511     -0.2497511     -0.2497511    
 -0.2497511     -0.2497511     -0.2497511     -0.2497511     -0.2497511    
 -0.2497511     -0.2497511     -0.2497511     -0.2497511     -0.2497511    
 -0.2497511     -0.2497511     -0.2497511     -0.2497511     -0.2497511    
 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02
 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02
 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02
 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02 -8.5185528E-02
  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02
  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02
  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02
  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02  8.5185528E-02
  0.2497511      0.2497511      0.2497511      0.2497511      0.2497511    
  0.2497511      0.2497511      0.2497511      0.2497511      0.2497511    
  0.2497511      0.2497511      0.2497511      0.2497511      0.2497511    
  0.2497511      0.2497511      0.2497511      0.2497511      0.2497511    
  0.3972964      0.3972964      0.3972964      0.3972964      0.3972964    
  0.3972964      0.3972964      0.3972964      0.3972964      0.3972964    
  0.3972964      0.3972964      0.3972964      0.3972964      0.3972964    
  0.3972964      0.3972964      0.3972964      0.3972964      0.3972964    
  0.5177670      0.5177670      0.5177670      0.5177670      0.5177670    
  0.5177670      0.5177670      0.5177670      0.5177670      0.5177670    
  0.5177670      0.5177670      0.5177670      0.5177670      0.5177670    
  0.5177670      0.5177670      0.5177670      0.5177670      0.5177670    
  0.6029525      0.6029525      0.6029525      0.6029525      0.6029525    
  0.6029525      0.6029525      0.6029525      0.6029525      0.6029525    
  0.6029525      0.6029525      0.6029525      0.6029525      0.6029525    
  0.6029525      0.6029525      0.6029525      0.6029525      0.6029525    
  0.6470475      0.6470475      0.6470475      0.6470475      0.6470475    
  0.6470475      0.6470475      0.6470475      0.6470475      0.6470475    
  0.6470475      0.6470475      0.6470475      0.6470475      0.6470475    
  0.6470475      0.6470475      0.6470475      0.6470475      0.6470475    
